pathway,effector_vs_all_padj,effector_vs_all_NES,intermediate_vs_all_padj,intermediate_vs_all_NES,memory_vs_all_padj,memory_vs_all_NES
ECTODERM_DEVELOPMENT,0.08123812716504637,1.9319052674732875,0.9927784264664998,0.6513692154308833,0.08531361849439653,-2.064599869137883
TISSUE_DEVELOPMENT,0.06682599503630848,1.878229979806511,0.9993888492312584,0.6187950945775733,0.08719640179910045,-1.9147947142606883
CARBOHYDRATE_TRANSPORT,0.10696682115794894,1.8336122935557841,0.43232161999327096,-1.4317822178133164,0.25952699687639447,-1.6516708198785244
STEROID_BINDING,0.07802731492661462,1.8273742719914465,0.9886531945719117,0.6458307355100562,0.1301467955603294,-1.8392141777658022
STEROL_BINDING,0.10482112282598902,1.79531969660962,0.9738654876590295,0.6685606063680117,0.17894944124452322,-1.8109628670301434
NOTCH_SIGNALING_PATHWAY,0.10701208853888758,1.7825485109439752,0.038185781442865774,-1.8599314492948202,0.7709587517539719,-1.0256137953740017
EXTRACELLULAR_STRUCTURE_ORGANIZATION_AND_BIOGENESIS,0.07802731492661462,1.7427257499537387,0.833940620782726,-0.9691419768509003,0.5510753600561156,-1.3015546974526038
NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY,0.1410326877687607,1.7424472183465607,0.39308629514815085,-1.5072210140858695,0.6350666791847465,-1.219287771204963
GENERATION_OF_A_SIGNAL_INVOLVED_IN_CELL_CELL_SIGNALING,0.13099099099099099,1.7279534253340145,0.2713699141470698,-1.5560860770595593,0.7432807062385718,-1.0903475233111026
G_PROTEIN_SIGNALING_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY,0.21510885476687328,1.7013351026261792,0.8659314290185577,-0.9213978295679959,0.2776426604490362,-1.5712060993591859
AXON_GUIDANCE,0.2101459748518572,1.6668885479048994,0.7633638793432608,-1.03150091743135,0.667054960924566,-1.1949296411653245
ADENYLATE_CYCLASE_ACTIVATION,0.23929092020501247,1.664674897992687,0.848240566412983,-0.958415244067102,0.24784090909090908,-1.640125387574747
FATTY_ACID_BETA_OXIDATION,0.19834936225359798,1.6602364069087578,0.865222087073232,-0.9071371692802042,0.41453469607315757,-1.4795268843856804
ACID_AMINO_ACID_LIGASE_ACTIVITY,0.13487940630797773,1.6570295478684955,0.6969693338286578,-1.0898110735908886,0.14398890869479103,-1.7198729350008062
SMALL_CONJUGATING_PROTEIN_LIGASE_ACTIVITY,0.1333791996330696,1.6512902490257377,0.5995109051099041,-1.1532237802433607,0.17894383530991273,-1.5642380994471572
CATION_TRANSPORTING_ATPASE_ACTIVITY,0.22651797421683306,1.627345655126776,0.7800376875155075,-1.0257984029419585,0.46672305723642826,-1.4001379689046793
ACTIN_POLYMERIZATION_AND_OR_DEPOLYMERIZATION,0.11323231648977594,1.6094703410092672,0.43232161999327096,-1.3602503136656001,0.2749176165523202,-1.6418766164616136
UBIQUITIN_PROTEIN_LIGASE_ACTIVITY,0.1739581256231306,1.6059982554622272,0.6637733735878458,-1.10353514601076,0.20152460152460153,-1.5741175332241297
PROTEIN_MATURATION,0.29460819860939297,1.5946512740837107,0.7233488107647115,-1.1124492529088503,0.7432807062385718,-1.095599777040825
SYNAPSE_ORGANIZATION_AND_BIOGENESIS,0.27527092309701007,1.583096148852583,0.6222377840024899,-1.1972323185481724,0.5593213475866537,-1.3006957378765363
BASOLATERAL_PLASMA_MEMBRANE,0.18950798305637015,1.578824240643344,0.5760382513661202,-1.198977052653326,0.7269204101740685,-1.064917076453402
SH3_DOMAIN_BINDING,0.27088961341406614,1.5739428932903121,0.038185781442865774,-1.9388873694683548,0.629031838349142,-1.20749725749454
DNA_DIRECTED_RNA_POLYMERASEII_CORE_COMPLEX,0.30233090054685713,1.5715961331152974,0.7233488107647115,-1.1011915344007264,0.7705754076854241,-1.0435974760220073
3_5_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY,0.32345743927841936,1.570826988610655,0.06143315869528477,-1.8448261331056046,0.6852895857880903,1.1721941938059013
NEGATIVE_REGULATION_OF_GROWTH,0.21510885476687328,1.5683493755129951,0.30535954301075274,-1.424155077752474,0.30857385398981324,-1.4820899868685202
CELLULAR_PROTEIN_CATABOLIC_PROCESS,0.13546057994643065,1.567803807185247,0.7211491671345687,-1.0601507488396924,0.14398890869479103,-1.7040759293842003
GLYCOPROTEIN_CATABOLIC_PROCESS,0.339343018845907,1.562991870053859,0.2249674267100977,-1.6557196645686978,0.9867973926371222,-0.5886344145363978
NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION,0.23241350247758547,1.5627749259154164,0.07550501116477125,-1.7780546340563779,0.5174144144144144,-1.2972224156355399
AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS,0.34661411566517814,1.5579209821651692,0.3233070547806752,-1.5423423266260867,0.9841328889922242,-0.6124530090404267
PHOTOTRANSDUCTION,0.29532436933826217,1.5576933540337015,0.5623150390099543,-1.3404731297768446,0.7384148949169111,-1.0917957976475776
PEROXISOME_ORGANIZATION_AND_BIOGENESIS,0.25678675951155516,1.5555265858169618,0.248848643266119,-1.5863497527124644,0.7874184011006703,-0.9674517069146543
SMALL_PROTEIN_CONJUGATING_ENZYME_ACTIVITY,0.21510885476687328,1.5452938612853484,0.7513166524236342,-1.0407160256854593,0.16636155606407324,-1.6119091094376923
REGULATION_OF_GROWTH,0.22929979978607282,1.544231943870654,0.2918146169759472,-1.4090570732719654,0.5006603648987755,-1.2487136338586258
REGULATED_SECRETORY_PATHWAY,0.339343018845907,1.5194446880566992,0.46705760135596924,-1.4730161838690936,0.41453469607315757,-1.4802184081864007
AXONOGENESIS,0.2671051851851852,1.513891945268435,0.9993888492312584,-0.6552087501583345,0.29848382650517613,-1.5089992129875118
GOLGI_APPARATUS_PART,0.09754025044722718,1.5120361070472794,0.5492658588738418,-1.1333362199036603,0.2602866016845233,-1.3822654312818239
MICROBODY,0.22929979978607282,1.5098399694305047,0.19558783965563625,-1.6042301223224917,0.8039222323775994,-0.9679553252485437
PEROXISOME,0.22929979978607282,1.5098399694305047,0.19558783965563625,-1.6042301223224917,0.8039222323775994,-0.9679553252485437
MAINTENANCE_OF_LOCALIZATION,0.20257279524450844,1.5098243584822748,0.9674852763515555,-0.7720202364283252,0.44913178739271453,-1.385762009544466
REGULATION_OF_PROTEIN_POLYMERIZATION,0.34868105515587533,1.5032974957999357,0.8827155185757183,0.93286103174909,0.16859925788497218,-1.8148480997085157
PATTERN_SPECIFICATION_PROCESS,0.24550443224989446,1.498782561988786,0.18031392835630514,-1.6281174192598853,0.7138280488504098,-1.1132269134153416
REGIONALIZATION,0.34868105515587533,1.497656240586041,0.4073659008710712,-1.460232769882711,0.7325883340869452,-1.1127717414771947
AMINE_TRANSPORT,0.2941632666824021,1.4973455419479793,0.19558783965563625,-1.6773084382922527,0.7580176988022602,1.0553440795195514
TRANS_GOLGI_NETWORK,0.26480658556130254,1.4955922099176753,0.7462919968532341,-1.0472071261450393,0.23530046391196463,-1.6420820889301802
GROWTH,0.16689623507805326,1.4907989043146967,0.2680678466076696,-1.3629994244662884,0.46672305723642826,-1.2975866524773016
LIGASE_ACTIVITY_FORMING_CARBON_NITROGEN_BONDS,0.16689623507805326,1.4888504085200855,0.8049582942286805,-1.012880080851424,0.17894944124452322,-1.589319412172839
AMINE_BINDING,0.36084117032392893,1.485972530618936,0.7776227585886166,-1.0175264974481053,0.5356059424133687,-1.3241174928289796
POSITIVE_REGULATION_OF_T_CELL_ACTIVATION,0.2536097797730995,1.4777256162351493,0.6374264122583608,-1.1863222151034756,0.7432807062385718,-1.0769266623513656
REGULATION_OF_ACTIN_FILAMENT_LENGTH,0.3850936531230733,1.4739154400311132,0.9738654876590295,0.6776469695127887,0.36633912824389014,-1.5154909178630702
REGULATION_OF_CELLULAR_COMPONENT_SIZE,0.3835417074091424,1.4704927033157078,0.9625170891251023,-0.7361710859326298,0.4310231846974755,-1.4345495016345067
GTPASE_ACTIVITY,0.09461833799700657,1.4681624961129824,0.7350264892627493,1.0593087934494527,0.08719640179910045,-1.8087339391727217
REGULATION_OF_HOMEOSTATIC_PROCESS,0.3850936531230733,1.4673024049291723,0.4548894583159526,-1.4339757922628835,0.9163108662242854,0.7286569342440181
EARLY_ENDOSOME,0.30233090054685713,1.4662853692289564,0.350842958906409,-1.4498998492285067,0.7221584867647881,-1.0909166804325214
VOLTAGE_GATED_POTASSIUM_CHANNEL_COMPLEX,0.26331380082010686,1.4647324121733045,0.9824681943104672,0.6737562270803478,0.3263170328372313,-1.527075122691068
CELL_SUBSTRATE_ADHERENS_JUNCTION,0.31226510319352274,1.4632985365444138,0.3046075661940611,-1.5482899137599317,0.948680100971206,-0.7012555322393388
ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.09754025044722718,1.4608370645587896,0.15130072840790842,-1.5323185356558773,0.8329728305026781,0.9565766173412427
GROWTH_CONE,0.418383307755873,1.4564843483303254,0.9993888492312584,-0.50178740047705,0.2443149994399014,-1.6390537881987495
SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS,0.3442693303736589,1.4544880740479282,0.5734224965706447,-1.260702815322286,0.7138280488504098,-1.1254937636484972
CELL_MATRIX_JUNCTION,0.339343018845907,1.4542855781537833,0.38217443249701316,-1.4365290107185364,0.8900791980716991,-0.8071624535587275
PROTEIN_CATABOLIC_PROCESS,0.16689623507805326,1.4529812970387663,0.8922937625754527,0.9096208775430522,0.1796392389424265,-1.5839570086638408
GOLGI_MEMBRANE,0.29947607135041426,1.4518596312563203,0.7252938326033046,-1.059746095134541,0.7244643746885899,-1.0778431627887641
SECONDARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.3103889943074004,1.45093776197198,0.5994255398236069,-1.177861428031318,0.7317747001713307,-1.0660338446068522
DEVELOPMENTAL_GROWTH,0.38889353237157515,1.4431246930968906,0.8264739589574366,-1.011697232702495,0.5254187669816758,-1.355375745454558
SYNAPTOGENESIS,0.4534631447632478,1.4419341382049033,0.6814214244707151,-1.1486647521618705,0.8329728305026781,-0.9119039347653968
HORMONE_SECRETION,0.3850936531230733,1.439807226345888,0.4310202608650822,-1.4421315769794654,0.9890199871050935,-0.5496300175515981
EMBRYONIC_MORPHOGENESIS,0.3930354587374781,1.4347353943681918,0.48915054667788055,-1.3375532317373073,0.7846735024284943,-0.9816572788194705
