pathway,memory_vs_intermediate_padj,memory_vs_intermediate_NES,memory_vs_effector_padj,memory_vs_effector_NES,intermediate_vs_effector_padj,intermediate_vs_effector_NES
HUMORAL_IMMUNE_RESPONSE,0.05669058016219588,2.2465398803375063,0.0352527579100497,2.0652597607082903,0.415532454542207,1.36668031520123
IMMUNE_RESPONSE,0.05967086633561785,2.1996973971898663,0.04761436945344991,1.7209039179543293,0.578434245010416,1.1302600274516272
CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY,0.05669058016219588,2.158382582781565,0.92523362991742,0.8322394993933129,0.4237138755028643,-1.4227715159360246
GROWTH_FACTOR_BINDING,0.05669058016219588,2.1050840218282034,0.1595978222690551,1.6679715807759439,0.9721572998974253,0.7203826324128484
CYTOKINE_BINDING,0.05669058016219588,2.0762138320248518,0.0352527579100497,2.0994982575368413,0.5589892670184642,1.1976474593806956
3_5_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY,0.05669058016219588,2.05590236755623,0.992055027865726,-0.5906567275745274,0.1819395203336809,-1.6765131788452285
INSOLUBLE_FRACTION,0.05669058016219588,2.049671958064017,0.36061507936507936,1.4471424318773851,0.9620071277226195,-0.735968530507363
JAK_STAT_CASCADE,0.05669058016219588,1.9834516295839588,0.4557348539998382,1.3562598524205265,0.9861189871113631,0.6330160077708957
INTERLEUKIN_RECEPTOR_ACTIVITY,0.0740514387573211,1.9779667158724683,0.16319475621801205,1.6420865233533362,0.9111179233800074,0.8332882022715852
REGULATION_OF_PH,0.0740514387573211,1.9481793100301612,0.8955156391305704,0.878677453199766,0.581523009629711,-1.2176263021024185
MONOVALENT_INORGANIC_CATION_HOMEOSTASIS,0.0740514387573211,1.915123026271565,0.9006783470537262,0.864239654598928,0.6026387897487854,-1.170843525137893
IMMUNE_SYSTEM_PROCESS,0.05967086633561785,1.9033397811900699,0.047252282993727864,1.6345189933979458,0.36136546380448814,1.2308591971651046
REGULATION_OF_CELLULAR_PH,0.05669058016219588,1.8741518583990124,0.7597808680994522,1.0754609231620822,0.6413105974087348,-1.166509178278782
CELLULAR_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS,0.0740514387573211,1.852740655034807,0.7540711544445597,1.078137572424542,0.6515569452604535,-1.1503908259395752
REGULATION_OF_JAK_STAT_CASCADE,0.05669058016219588,1.8426953063202238,0.47637677668031797,1.3325621855014687,0.9160037263167771,0.8188834941351202
